Item Label,Image,Author,Submission DateTime,Year,Date,Instance Of Type Label,Longitude,Latitude,Inception,Admin Entity Label,Historic County Label
"Paisley, St James Street, Sheriff Court And Procurator Fiscal's Office",http://commons.wikimedia.org/wiki/Special:FilePath/Renfrewshire%20county.jpg,File Upload Bot (Magnus Manske),2008-09-25 13:22:23,2008,25,courthouse,-4.42686,55.8486,N/A,Renfrewshire; Paisley,Renfrewshire
Castle Stuart,http://commons.wikimedia.org/wiki/Special:FilePath/CastleStuart.jpg,Zkf,2006-09-11 20:21:40,2006,11,castle,-4.10278,57.5208,1619-01-01T00:00:00Z,Highland,Inverness-shire
"Helensburgh, Rhu Road Lower, Dalmore House",http://commons.wikimedia.org/wiki/Special:FilePath/DSCN3702%20Dalmore%20House.jpg,AlasdairW,2019-09-16 22:11:53,2019,16,villa,-4.75932,56.0114,N/A,Argyll and Bute; Helensburgh,Dunbartonshire
St George's-Tron Church,http://commons.wikimedia.org/wiki/Special:FilePath/163%20Buchanan%20Street%2C%20St%20George%27s%20Tron%20Parish%20Church.jpg,Stinglehammer,2017-09-11 23:09:08,2017,11,church building,-4.253941666,55.861830555,1808-01-01T00:00:00Z,Glasgow City,Lanarkshire
Bathgate Academy,http://commons.wikimedia.org/wiki/Special:FilePath/Bathgate%20Academy.jpg,Kim Traynor,2011-09-18 00:50:55,2011,18,secondary school; school building,-3.63373,55.9005,N/A,West Lothian,West Lothian
"Inveraray Castle Estate, Garron Bridge, Garron Lodge",http://commons.wikimedia.org/wiki/Special:FilePath/Garron%20Lodge.jpg,Vanished user 9374021,2018-09-17 19:11:33,2018,17,gatehouse,-5.04636111,56.24616667,N/A,Argyll and Bute,Argyll
Pinkie House,http://commons.wikimedia.org/wiki/Special:FilePath/401%20LORETTO.jpg,AltitudeJunkie,2011-09-26 06:48:55,2011,26,building,-3.04415,55.9425,N/A,Musselburgh; East Lothian,Midlothian
Rowallan Castle,http://commons.wikimedia.org/wiki/Special:FilePath/Rowallan%20Castle.JPG,Sagereid,2013-09-09 18:47:34,2013,9,castle,-4.488638888,55.65,N/A,East Ayrshire,Ayrshire
Crimond Church,http://commons.wikimedia.org/wiki/Special:FilePath/Parish%20Church%20of%20Crimond%2012.jpg,Sagaciousphil,2013-09-03 16:56:07,2013,3,church building,-1.911492499,57.600875615,N/A,Aberdeenshire,Aberdeenshire
St Mary's Church,http://commons.wikimedia.org/wiki/Special:FilePath/St%20Mary%27s%20Church%20%28Grandtully%29%2020090615.jpg,Otter,2009-09-06 14:00:16,2009,6,church building,-3.816209343,56.634300152,N/A,Perth and Kinross,Perthshire
"Alloway, Robert Burns Monument",http://commons.wikimedia.org/wiki/Special:FilePath/Burns%20Monument%20By%20VegasGav77777.jpg,VegasGav7777,2016-09-30 16:55:55,2016,30,monument,-4.63678,55.4269,N/A,South Ayrshire,Ayrshire
Castle Fraser,http://commons.wikimedia.org/wiki/Special:FilePath/Castle%20Fraser%2C%20full%20view.jpg,Karora,2007-09-23 22:36:12,2007,23,castle; Z-plan castle,-2.460555555,57.203,1455-01-01T00:00:00Z,Aberdeenshire,Aberdeenshire
Laggan Dam,http://commons.wikimedia.org/wiki/Special:FilePath/LagganDam1.jpg,TreveX,2006-09-24 14:42:25,2006,24,dam,-4.67306,56.8895,N/A,Highland,Inverness-shire
Tulloch Castle,http://commons.wikimedia.org/wiki/Special:FilePath/Tulloch%20Castle%20%28geograph%203548404%29.jpg,File Upload Bot (Magnus Manske),2013-09-09 14:12:12,2013,9,tower house,-4.43323,57.6093,N/A,Highland,Ross-shire
Culzean Castle,http://commons.wikimedia.org/wiki/Special:FilePath/Culzean%20Castle.JPG,Sir Gawain,2005-09-24 11:53:33,2005,24,castle; tower house; country house,-4.789292,55.354639,N/A,South Ayrshire,Ayrshire
St Andrews Castle,http://commons.wikimedia.org/wiki/Special:FilePath/General%20view%20of%20castle%20from%20SE.jpg,ArchHist,2018-09-09 16:27:32,2018,9,castle,-2.790055555,56.342180555,1200-01-01T00:00:00Z,Fife,Fife
Riverside Parish Church,http://commons.wikimedia.org/wiki/Special:FilePath/Riverside%20Parish%20Church%20-%20view%20from%20W.jpg,ArchHist,2018-09-16 16:50:07,2018,16,church building,-4.56717,55.9429,N/A,West Dunbartonshire,Dunbartonshire
Castle Leod,http://commons.wikimedia.org/wiki/Special:FilePath/Castle%20Leod%20%28Ross%20and%20Cromarty%29%20%285008857210%29.jpg,File Upload Bot (Magnus Manske),2013-09-02 11:33:23,2013,2,tower house,-4.534953656,57.598464143,N/A,Highland,Cromartyshire
Gardie House,http://commons.wikimedia.org/wiki/Special:FilePath/Gardie%20House.jpg,Geograph Update Bot,2017-09-10 18:01:37,2017,10,country house,-1.12317,60.1601,N/A,Shetland Islands,Shetland Islands
Brisbane Aisle,http://commons.wikimedia.org/wiki/Special:FilePath/Largs%2C%20The%20Brisbane%20Aisle.JPG,Rosser1954,2009-09-06 21:37:23,2009,6,burial vault,-4.8689,55.7948,N/A,North Ayrshire,Ayrshire
"Cumnock, The Square, Market Cross",http://commons.wikimedia.org/wiki/Special:FilePath/Old%20Cumnock%20Old%20Church%20and%20mercat%20cross.JPG,Kim Traynor,2013-09-14 17:54:23,2013,14,market cross,-4.26621,55.454,N/A,East Ayrshire; Cumnock and Holmhead,Ayrshire
St Clement's Church,http://commons.wikimedia.org/wiki/Special:FilePath/St%20Clement%27s%20Church%2C%20Rodel.%20Harris.jpg,Gweduni,2017-09-30 13:18:31,2017,30,church building,-6.96329,57.7409,1401-01-01T00:00:00Z,Outer Hebrides,Inverness-shire
Chatelherault,http://commons.wikimedia.org/wiki/Special:FilePath/Chatelherault%20Hunting%20Lodge.jpg,Grazzer,2014-09-16 18:34:23,2014,16,house museum; visitor center; lodge,-4.015,55.7625,N/A,South Lanarkshire,Lanarkshire
Powrie Castle,http://commons.wikimedia.org/wiki/Special:FilePath/Powrie%20Castle%20North%20Wing.jpg,Ydam~commonswiki,2006-09-16 18:07:08,2006,16,fortified house,-2.941691287,56.499828323,N/A,Dundee City,Angus
Mount Stuart House,http://commons.wikimedia.org/wiki/Special:FilePath/Mount%20Stuart%20House%202018-08-25.jpg,Colin,2018-09-07 14:28:47,2018,7,house museum; country house,-5.018747222,55.791647222,1870-01-01T00:00:00Z,Argyll and Bute,Buteshire
Barcaldine Castle,http://commons.wikimedia.org/wiki/Special:FilePath/Barcaldine%20Castle%20-%20view%20from%20SW.jpg,ArchHist,2018-09-30 11:33:43,2018,30,tower house,-5.401642466,56.510577532,1601-01-01T00:00:00Z,Argyll and Bute,Argyll
Walmer Crescent,http://commons.wikimedia.org/wiki/Special:FilePath/Walmer%20crescent.jpg,File Upload Bot (Magnus Manske),2011-09-07 18:00:48,2011,7,crescent,-4.295588888,55.852061111,1862-01-01T00:00:00Z,Glasgow City,Lanarkshire
"Yell, West Sandwick, The North Haa",http://commons.wikimedia.org/wiki/Special:FilePath/The%20North%20Haa%2C%20West%20Sandwick%20%28geograph%205478771%29.jpg,Plucas58,2017-09-01 21:05:36,2017,1,architectural structure,-1.18892,60.5728,N/A,Shetland Islands,Shetland Islands
Pitlochry Church of Scotland,http://commons.wikimedia.org/wiki/Special:FilePath/Pitlochry%20-%20Church%20of%20Scotland.jpg,ArchHist,2018-09-01 11:23:48,2018,1,church building,-3.73279,56.7042,N/A,Perth and Kinross; Pitlochry,Perthshire
Carloonan Doocot,http://commons.wikimedia.org/wiki/Special:FilePath/Argyll%20and%20Bute%20-%20Carloonan%20Doocot%20-%2020220612134619.jpg,Dbrooke1829,2022-09-17 11:12:12,2022,17,dovecote,-5.087633353,56.249335998,N/A,Argyll and Bute,Argyll
Greyfriars Kirkyard,http://commons.wikimedia.org/wiki/Special:FilePath/-15SirRobtDennistoun.jpg,Warriston,2017-09-17 22:30:38,2017,17,cemetery,-3.19272,55.947,N/A,City of Edinburgh,Midlothian
New College,http://commons.wikimedia.org/wiki/Special:FilePath/New%20College%2C%20Edinburgh%201.jpg,GarDav,2017-09-18 16:28:25,2017,18,educational institution,-3.1952,55.9498,N/A,City of Edinburgh,Midlothian
Archers' Hall,http://commons.wikimedia.org/wiki/Special:FilePath/Archers%27%20Hall%2C%20Buccleuch%20Street%20Edinburgh.jpg,Kim Traynor,2011-09-23 01:54:01,2011,23,hall; clubhouse,-3.18454,55.9422,N/A,City of Edinburgh,Midlothian
Scotland Street School Museum,http://commons.wikimedia.org/wiki/Special:FilePath/Scotland%20Street%20School%20infants%20entrance%20DSCN8975.jpg,AlasdairW,2017-09-26 22:45:12,2017,26,museum; school building; education museum,-4.27409,55.8497,1906-01-01T00:00:00Z,Glasgow City,Renfrewshire
"St Mary's College, St Andrews",http://commons.wikimedia.org/wiki/Special:FilePath/St%20Mary%27s%20College%2C%20winter%20morning%20%282%29.jpg,FHL2,2017-09-27 15:08:54,2017,27,university building,-2.794649772,56.339083195,N/A,Fife; St Andrews,Fife
Edinburgh Waverley railway station,http://commons.wikimedia.org/wiki/Special:FilePath/Edinburgh%20-%20Edinburgh%20Waverley%20railway%20station%20-%2020151103180602.jpg,LornaMCampbell,2017-09-13 21:01:13,2017,13,railway station,-3.189,55.952,N/A,City of Edinburgh,Midlothian
Scottish National Gallery of Modern Art,http://commons.wikimedia.org/wiki/Special:FilePath/Modern%20One%2C%20Scottish%20National%20Gallery%20of%20Modern%20Art%2C%20Belford%20Road%2C%20Edinburgh.jpg,Grousebeater2,2018-09-28 22:16:21,2018,28,art museum; national museum,-3.22784,55.950924,1960-01-01T00:00:00Z,City of Edinburgh,Midlothian
Glasgow City Chambers,http://commons.wikimedia.org/wiki/Special:FilePath/City%20Chambers%2C%20George%20Square%2C%20Glasgow%2004.jpg,Stinglehammer,2017-09-19 00:43:10,2017,19,town hall,-4.248669677,55.860988381,N/A,Glasgow City,Lanarkshire
Modern Two,http://commons.wikimedia.org/wiki/Special:FilePath/Modern%20Two%20%28Dean%20Gallery%29%2C%2073%20Belford%20Road%2C%20Edinburgh%20%28side%20view%29.jpg,Grousebeater2,2018-09-28 22:08:33,2018,28,art museum,-3.2242,55.9518,1999-01-01T00:00:00Z,City of Edinburgh,Midlothian
Bo'ness railway station,http://commons.wikimedia.org/wiki/Special:FilePath/Bo%27ness%20heritage%20railway%20station%20locomotive%20running%20shed.jpg,Minna KM,2018-09-28 14:05:37,2018,28,railway station,-3.59939,56.0179,N/A,Falkirk,West Lothian
"14 - 20 Cathedral Square, Barony North Church",http://commons.wikimedia.org/wiki/Special:FilePath/14%20-%2020%20Cathedral%20Square%2C%20Barony%20North%20Church%2004.jpg,Stinglehammer,2017-09-30 13:50:40,2017,30,church building,-4.23508,55.8614,N/A,Glasgow City,Lanarkshire
Niddry Castle,http://commons.wikimedia.org/wiki/Special:FilePath/Niddry%20Castle.jpg,Jonathan Oldenbuck,2009-09-24 16:50:57,2009,24,tower house,-3.450533055,55.953841517,1500-01-01T00:00:00Z,West Lothian,West Lothian
Helensburgh War Memorial,http://commons.wikimedia.org/wiki/Special:FilePath/Helensburgh%20War%20Memorial-geograph-4011601.jpg,Geograph Update Bot,2017-09-17 23:23:15,2017,17,war memorial,-4.72828,56.0083,N/A,Argyll and Bute; Helensburgh,Dunbartonshire
Drill Hall,http://commons.wikimedia.org/wiki/Special:FilePath/Dalmeny%20Street%20Drill%20Hall.jpg,Jonathan Oldenbuck,2011-09-30 14:14:12,2011,30,hall,-3.17433,55.9645,1901-01-01T00:00:00Z,City of Edinburgh,Midlothian
"Aberlour House, West Lodge, Gatepier & Gates",http://commons.wikimedia.org/wiki/Special:FilePath/Aberlour%20House%20West%20Lodge%20gates.jpg,DuncanJohn44,2023-09-14 18:34:28,2023,14,house,-3.210945553,57.476199758,N/A,Moray,Banffshire
Prestongrange Parish Church,http://commons.wikimedia.org/wiki/Special:FilePath/Prestongrange%20Church%20-%20composite%20view%20from%20SE.jpg,ArchHist,2018-09-30 20:13:41,2018,30,church building,-2.98151,55.9601,N/A,East Lothian,East Lothian
Taymouth Castle,http://commons.wikimedia.org/wiki/Special:FilePath/Taymouth%20Castle%2C%20Kenmore%20Gate.jpg,Stinglehammer,2017-09-10 22:07:29,2017,10,castle,-3.995342926,56.589645874,1842-01-01T00:00:00Z,Perth and Kinross,Perthshire
House of the Binns,http://commons.wikimedia.org/wiki/Special:FilePath/The%20House%20of%20the%20Binns%20-%20geograph.org.uk%20-%201693612.jpg,Geograph Update Bot,2017-09-09 19:01:19,2017,9,country house,-3.523171562,55.99064277,N/A,West Lothian,West Lothian
Corsewall Lighthouse,http://commons.wikimedia.org/wiki/Special:FilePath/Corsewell%20Lighthouse%20and%20Hotel%20-%20geograph.org.uk%20-%201708569.jpg,Geograph Update Bot,2017-09-09 19:40:51,2017,9,lighthouse,-5.159166666,55.007,1816-01-01T00:00:00Z,Dumfries and Galloway,Wigtownshire
Fasque House,http://commons.wikimedia.org/wiki/Special:FilePath/Fasque%20House.jpg,Jonathan Oldenbuck,2009-09-10 12:57:07,2009,10,country house,-2.578544995,56.869787358,N/A,Aberdeenshire,Kincardineshire
The Royal and Ancient Golf Club of St Andrews,http://commons.wikimedia.org/wiki/Special:FilePath/St.%20Andrew%27s%20At%20Dusk%20033.jpg,ORTDL84,2017-09-06 11:13:05,2017,6,golf course; golf club,-2.802802777,56.343563888,1754-01-01T00:00:00Z,Fife; St Andrews,Fife
Glasgow Stock Exchange,http://commons.wikimedia.org/wiki/Special:FilePath/11%20Nelson%20Mandela%20Place%2C%20Glasgow.jpg,LornaMCampbell,2019-09-16 13:04:29,2019,16,stock exchange; architectural structure,-4.25408,55.8617,1844-01-01T00:00:00Z,Glasgow City,Lanarkshire
Prestonfield House,http://commons.wikimedia.org/wiki/Special:FilePath/Prestonfield%20House%20-%20view%20from%20SW.jpg,ArchHist,2018-09-30 17:46:21,2018,30,house; hotel,-3.15726,55.9366,N/A,City of Edinburgh,Midlothian
Jenners,http://commons.wikimedia.org/wiki/Special:FilePath/Edinburgh%2C%2047%2C%2048%2C%2049%2C%2050%2C%2051%2C%2052%20Princes%20Street%2C%20Jenners%2003.jpg,Stinglehammer,2017-09-30 11:44:43,2017,30,department store; brick and mortar,-3.19416,55.9531,1838-01-01T00:00:00Z,City of Edinburgh,Midlothian
St Andrew's Cathedral,http://commons.wikimedia.org/wiki/Special:FilePath/St%20Andrew%27s%20Metropolitan%20Cathedral%2C%20Glasgow%2004.jpg,Stinglehammer,2017-09-24 20:54:21,2017,24,cathedral,-4.252836473,55.855672455,1816-01-01T00:00:00Z,Glasgow City,Lanarkshire
St Giles' Cathedral,http://commons.wikimedia.org/wiki/Special:FilePath/St%20Giles%27Cathedral%20Edinburgh.jpg,Elgdy,2017-09-15 00:43:01,2017,15,cathedral,-3.190833333,55.949444444,1400-01-01T00:00:00Z,City of Edinburgh,Midlothian
"2 St Vincent Place, Bank Of Scotland",http://commons.wikimedia.org/wiki/Special:FilePath/2%20St%20Vincent%20Place%2C%20Bank%20Of%20Scotland.jpg,Stinglehammer,2017-09-16 01:23:26,2017,16,bank building,-4.25191,55.8612,N/A,Glasgow City,Lanarkshire
Kinkell Castle,http://commons.wikimedia.org/wiki/Special:FilePath/Kinkell%20Castle%20%28geograph%203324064%29.jpg,File Upload Bot (Magnus Manske),2013-09-03 12:50:42,2013,3,tower house,-4.41856,57.5559,N/A,Highland,Ross-shire
"Edinburgh, Stockbridge, 6 Dean Terrace",http://commons.wikimedia.org/wiki/Special:FilePath/Edinburgh%2C%20Stockbridge%2C%206%20Dean%20Terrace.jpg,Fredinburgh,2016-09-10 10:25:01,2016,10,terrace house,-3.20976,55.9577,N/A,City of Edinburgh,Midlothian
Lion Chambers,http://commons.wikimedia.org/wiki/Special:FilePath/172%20Hope%20Street%2C%20Lion%20Chambers%2001.jpg,Stinglehammer,2017-09-19 00:15:25,2017,19,office building,-4.25735,55.8635,N/A,Glasgow City,Lanarkshire
"Edinburgh, 26 Royal Terrace",http://commons.wikimedia.org/wiki/Special:FilePath/Edinburgh%2C%2026%20Royal%20Terrace.jpg,Wilmm,2017-09-24 19:55:29,2017,24,terrace house,-3.17748,55.9567,N/A,City of Edinburgh,Midlothian
24 George Square,http://commons.wikimedia.org/wiki/Special:FilePath/24%20George%20Square%2C%20Glasgow.jpg,Stinglehammer,2017-09-16 01:26:13,2017,16,building,-4.25182,55.8613,N/A,Glasgow City,Lanarkshire
185 Bath Street,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Glasgow%20Art%20Club%2016%20-%20Bath%20Street%20entrance.jpg,Stinglehammer,2018-09-30 22:06:40,2018,30,building,-4.26264,55.8643,N/A,Glasgow City,Lanarkshire
"Dunfermline, Pilmuir Street, Pilmuir Works",http://commons.wikimedia.org/wiki/Special:FilePath/Pilmuir%20Works%20Chimney.jpg,ArchHist,2018-09-01 11:06:57,2018,1,architectural structure,-3.46203,56.0742,N/A,Fife,Fife
"Castle Street, Barony Parish Church, Church Hall",http://commons.wikimedia.org/wiki/Special:FilePath/Castle%20Street%2C%20Barony%20Parish%20Church%2C%20Church%20Hall.jpg,Drkirstyross,2022-09-30 08:30:28,2022,30,hall,-4.23708,55.862,N/A,Glasgow City,Lanarkshire
"Edinburgh, 15 South Charlotte Street",http://commons.wikimedia.org/wiki/Special:FilePath/DSCN2115%2011-%2015%20South%20Charlotte%20Street.jpg,AlasdairW,2018-09-30 21:41:31,2018,30,architectural structure,-3.20589,55.9512,N/A,City of Edinburgh,Midlothian
74 - 90 Trongate,http://commons.wikimedia.org/wiki/Special:FilePath/74%20-%2090%20Trongate%2C%20Glasgow.jpg,Lirazelf,2018-09-03 13:50:10,2018,3,architectural structure,-4.24575,55.8573,N/A,Glasgow City,Lanarkshire
Noss Head Lighthouse,http://commons.wikimedia.org/wiki/Special:FilePath/Noss%20Head%20Lighthouse%20%28geograph%202595409%29.jpg,File Upload Bot (Magnus Manske),2013-09-02 02:22:10,2013,2,lighthouse,-3.05092,58.479,1849-01-01T00:00:00Z,Highland,Caithness
"University Avenue, University Of Glasgow, Zoology Building",http://commons.wikimedia.org/wiki/Special:FilePath/UoGGrahamKerrBuilding-170914.jpg,Argymeg,2017-09-14 23:06:27,2017,14,university building,-4.29299,55.8715,N/A,Glasgow City,Lanarkshire
60 - 62 Trongate,http://commons.wikimedia.org/wiki/Special:FilePath/60%20-%2062%20Trongate%2C%20Glasgow.jpg,Lirazelf,2018-09-03 13:49:12,2018,3,architectural structure,-4.24545,55.8573,N/A,Glasgow City,Lanarkshire
12 University Gardens,http://commons.wikimedia.org/wiki/Special:FilePath/12%20University%20Gardens%2C%20University%20of%20Glasgow.jpg,Lirazelf,2018-09-04 20:04:59,2018,4,building,-4.29064,55.8732,N/A,Glasgow City,Lanarkshire
"Edinburgh, 16 Rutland Square",http://commons.wikimedia.org/wiki/Special:FilePath/16%20Rutland%20Sq.jpg,Spillerjzy,2017-09-23 15:06:22,2017,23,architectural structure,-3.20945,55.9483,N/A,City of Edinburgh,Midlothian
"Edinburgh, Stockbridge, 4 Dean Terrace",http://commons.wikimedia.org/wiki/Special:FilePath/Edinburgh%2C%20Stockbridge%2C%204%20Dean%20Terrace.jpg,Fredinburgh,2016-09-10 10:24:24,2016,10,terrace house,-3.20962,55.9578,N/A,City of Edinburgh,Midlothian
"High Sunderland, Galashiels, Including Boundary Walls And Gate Piers",http://commons.wikimedia.org/wiki/Special:FilePath/High%20Sunderland.jpg,ArchHist,2018-09-01 10:39:12,2018,1,house,-2.83672,55.5743,N/A,Scottish Borders,Selkirkshire
"Edinburgh, 33, 34, 35 Charlotte Square",http://commons.wikimedia.org/wiki/Special:FilePath/DSCN5952%2033%2C%2034%2C%2035%20Charlotte%20Square%20during%20Covid19%20lockdown.jpg,AlasdairW,2020-09-30 18:09:59,2020,30,architectural structure,-3.20597,55.9514,N/A,City of Edinburgh,Midlothian
"Skye, Bornesketaig, No. 40, Beaton's Cottage",http://commons.wikimedia.org/wiki/Special:FilePath/Beaton%27s%20Croft.jpg,Pete Goodwin,2018-09-30 13:42:20,2018,30,cottage,-6.39635,57.65,N/A,Highland,Inverness-shire
"University Avenue, University Of Glasgow, Chemistry Building, Institute Of Chemistry",http://commons.wikimedia.org/wiki/Special:FilePath/UofGJosephBlackNE-170914.jpg,Argymeg,2017-09-14 23:12:32,2017,14,university building,-4.29321,55.8721,N/A,Glasgow City,Lanarkshire
"70 Cathedral Square, Cathedral Of St Mungo, Burial Ground",http://commons.wikimedia.org/wiki/Special:FilePath/70%20Cathedral%20Square%2C%20Cathedral%20Of%20St%20Mungo%2C%20Burial%20Ground%2001.jpg,Stinglehammer,2017-09-30 13:32:50,2017,30,architectural structure,-4.23453,55.8638,N/A,Glasgow City,Lanarkshire
"Queen Street Station, Bridge",http://commons.wikimedia.org/wiki/Special:FilePath/DSCN3240%20Queen%20Street%20Station%20Bridge%20from%20roof%20of%20Glasgow%20College%20of%20Building%20and%20Printing.jpg,AlasdairW,2019-09-28 21:35:16,2019,28,road bridge,-4.25086,55.8633,N/A,Glasgow City,Lanarkshire
Wick Heritage Centre building,http://commons.wikimedia.org/wiki/Special:FilePath/Heritage%20Centre%2C%20Wick%2001.jpg,Braveheart,2016-09-05 10:26:53,2016,5,architectural structure,-3.08892,58.4397,N/A,Highland,Caithness
"Edinburgh, Stockbridge, 3 Dean Terrace",http://commons.wikimedia.org/wiki/Special:FilePath/Edinburgh%2C%20Stockbridge%2C%203%20Dean%20Terrace.jpg,Fredinburgh,2016-09-10 10:23:51,2016,10,terrace house,-3.20957,55.9579,N/A,City of Edinburgh,Midlothian
"University Avenue, University Of Glasgow, Main Building",http://commons.wikimedia.org/wiki/Special:FilePath/Cloisters%2C%20University%20of%20Glasgow.jpg,LornaMCampbell,2017-09-08 20:35:46,2017,8,university building,-4.28897,55.8718,1870-01-01T00:00:00Z,Glasgow City,Lanarkshire
"71 Trongate, Tron Steeple",http://commons.wikimedia.org/wiki/Special:FilePath/71%20Trongate%2C%20Tron%20Steeple%20-%20detail.jpg,Stinglehammer,2017-09-24 22:12:21,2017,24,architectural structure,-4.24553,55.8569,N/A,Glasgow City,Lanarkshire
"91 Buchanan Street, Clydesdale Bank",http://commons.wikimedia.org/wiki/Special:FilePath/91%20Buchanan%20Street%2C%20Glasgow.jpg,Stinglehammer,2018-09-09 13:31:43,2018,9,building,-4.25473,55.8599,N/A,Glasgow City,Lanarkshire
